name,coord_num,phi,pore.diameter,throat.diameter,euler
18435.npy,2.3408071748878925,0.15338802337646484,1.0651986945706721e-05,1.485193405891287e-05,31
18774.npy,2.5472972972972974,0.2829117774963379,1.0279429487821395e-05,1.760402315523011e-05,-32
3633.npy,2.16260162601626,0.18653249740600586,9.847188419825919e-06,1.5064182211806007e-05,0
23036.npy,2.462068965517241,0.20793867111206055,1.0404600127031115e-05,1.6529676648749022e-05,31
5196.npy,2.3214285714285716,0.24726009368896484,9.994390416272275e-06,1.672720166884936e-05,7
17537.npy,2.2753036437246963,0.1992473602294922,1.0222760057930364e-05,1.655425113715311e-05,23
22782.npy,2.5234375,0.1956806182861328,1.0451404824716459e-05,1.536374824667125e-05,-7
19117.npy,2.448,0.2003641128540039,1.0029118660080917e-05,1.573335700525957e-05,-18
14254.npy,2.3580786026200875,0.21236419677734375,1.0743747684511786e-05,1.7649914558728536e-05,52
452.npy,2.346774193548387,0.18964004516601562,1.0392755066395343e-05,1.6682966961688604e-05,19
4898.npy,2.5916398713826365,0.26178932189941406,1.0153619431105729e-05,1.6346228122119575e-05,-35
10322.npy,2.446886446886447,0.2533426284790039,1.0572304919188577e-05,1.88428380810572e-05,27
21026.npy,2.4160583941605838,0.24302911758422852,1.0799253421672283e-05,1.944776540292354e-05,2
22903.npy,2.8592057761732854,0.3111534118652344,1.11851227566795e-05,1.7867268414659934e-05,-25
6250.npy,2.6466165413533833,0.23637819290161133,1.0637593167957765e-05,1.5689606843854893e-05,-2
10408.npy,2.5627376425855513,0.2358379364013672,1.0894448073219147e-05,1.7272021812041363e-05,-1
21074.npy,2.4229074889867843,0.2122817039489746,1.1250220009807428e-05,1.7813380516875872e-05,2
10373.npy,2.8438538205980066,0.32341670989990234,1.0586698110856702e-05,1.6668300624623475e-05,-81
3642.npy,2.630434782608696,0.2526688575744629,1.085007816690588e-05,1.6960575220998655e-05,-14
19539.npy,2.34375,0.20630550384521484,9.914504671665432e-06,1.6459966970086098e-05,12
3455.npy,2.144578313253012,0.16988897323608398,9.196819859042453e-06,1.6081048862987692e-05,55
13877.npy,2.3387622149837135,0.20506715774536133,9.939565577212194e-06,1.6342266456330386e-05,-3
18127.npy,2.173228346456693,0.1940617561340332,1.0029086739259476e-05,1.7240290576349133e-05,59
7446.npy,2.5849056603773586,0.23192787170410156,1.0149919023407862e-05,1.5450733587689644e-05,-36
23170.npy,2.416326530612245,0.17130088806152344,9.9875399784415e-06,1.561035558661899e-05,32
18068.npy,2.1550387596899223,0.16877222061157227,9.533564914089426e-06,1.4665738152728663e-05,46
17469.npy,2.2948207171314743,0.18792057037353516,1.0190236357256826e-05,1.6576078487560156e-05,41
1758.npy,2.2167832167832167,0.19958972930908203,1.0289235905356196e-05,1.7524695631645454e-05,41
7444.npy,2.413793103448276,0.20223522186279297,9.510553734605678e-06,1.5109501079831804e-05,-9
14352.npy,2.4513618677042803,0.22538089752197266,1.06555436599014e-05,1.7644850346020292e-05,2
22917.npy,2.564784053156146,0.2687821388244629,1.0113749415718617e-05,1.774267781846264e-05,9
1975.npy,2.5525291828793772,0.21355152130126953,1.028264821407733e-05,1.5132840685364678e-05,-6
9185.npy,2.064748201438849,0.19513416290283203,9.772248427467338e-06,1.5683657692699898e-05,30
6253.npy,2.039840637450199,0.1567978858947754,9.380569651173595e-06,1.4560764078050853e-05,64
535.npy,2.4615384615384617,0.20442628860473633,1.0816459445155975e-05,1.89267997071147e-05,20
12526.npy,2.6231884057971016,0.23607349395751953,1.0466252615942793e-05,1.7003040047146337e-05,-42
22007.npy,2.5214285714285714,0.23593759536743164,1.0584677045203114e-05,1.8431071516643505e-05,5
20319.npy,2.2948207171314743,0.17955636978149414,1.011546151995675e-05,1.5764348136261105e-05,6
18626.npy,2.262948207171315,0.18812084197998047,9.418458220459044e-06,1.597157932293247e-05,49
12138.npy,2.1735537190082646,0.14235925674438477,9.53037670882103e-06,1.536754233982173e-05,50
11076.npy,2.227272727272727,0.19637441635131836,9.801121576758575e-06,1.6789468091361375e-05,-2
16378.npy,2.4754716981132074,0.20262384414672852,1.0011147461857583e-05,1.7364907058092155e-05,-26
2814.npy,2.5657894736842106,0.24387502670288086,1.0638922184999317e-05,1.6829450798034668e-05,-3
11235.npy,2.4,0.21538114547729492,1.0514628099789256e-05,1.7001767341334088e-05,-4
5504.npy,2.34,0.21074819564819336,9.957618705702598e-06,1.626429168230448e-05,31
19698.npy,2.6457399103139014,0.23112010955810547,1.1661667513094757e-05,1.7961682265693858e-05,-13
16160.npy,2.4482758620689653,0.20807409286499023,1.0117762513722792e-05,1.6057730072610814e-05,2
17574.npy,2.492063492063492,0.18356990814208984,1.0450147631143894e-05,1.613031533303534e-05,-10
10094.npy,2.4602510460251046,0.21629047393798828,1.0691884152885383e-05,1.7274630980832238e-05,17
19554.npy,2.574898785425101,0.22043371200561523,1.125057716409008e-05,1.782745839964669e-05,10
4716.npy,2.2045454545454546,0.20038938522338867,9.99982761634101e-06,1.5864751475373494e-05,28
9605.npy,2.514851485148515,0.22422075271606445,9.362457682181723e-06,1.6018778781252585e-05,-54
19258.npy,2.311111111111111,0.20134925842285156,9.70944681208073e-06,1.4718558479960147e-05,-7
10956.npy,2.3003663003663,0.19929742813110352,1.0025424677953922e-05,1.5898836683695484e-05,35
4973.npy,2.0427350427350426,0.14537286758422852,9.716241527434984e-06,1.6038718540299388e-05,74
11752.npy,2.232,0.1996774673461914,1.0376379698577295e-05,1.6655886150175526e-05,30
22343.npy,2.4166666666666665,0.23960542678833008,1.0923750066225005e-05,1.9036737657826524e-05,27
19953.npy,2.3,0.1911921501159668,9.659558810064094e-06,1.4629538111064746e-05,22
1225.npy,2.4529616724738674,0.260439395904541,1.0645821340486402e-05,1.7768072599037127e-05,3
3641.npy,2.6844106463878328,0.24692916870117188,1.1043635656560812e-05,1.6305585453598087e-05,-24
9662.npy,2.4365079365079363,0.24253559112548828,1.1183607772557321e-05,1.9186910521323986e-05,17
12107.npy,2.4223107569721116,0.20353269577026367,1.0635241319363247e-05,1.6872872835319294e-05,14
1942.npy,2.492857142857143,0.21694231033325195,1.0234666380560066e-05,1.6584352922986096e-05,-3
18825.npy,2.4981412639405205,0.26636314392089844,1.0751975135366226e-05,1.8500533341829267e-05,-10
16152.npy,2.4092664092664093,0.22301101684570312,1.0482127684789642e-05,1.6339347117222275e-05,25
1791.npy,2.5193798449612403,0.22098016738891602,1.0480031746659063e-05,1.5511721862096053e-05,-47
18310.npy,2.2490272373540856,0.18093156814575195,9.848487082728729e-06,1.5423576456658982e-05,20
5047.npy,2.3233082706766917,0.2154860496520996,1.0255276054251521e-05,1.583966708414763e-05,17
2526.npy,2.3378378378378377,0.19299983978271484,9.448839089683747e-06,1.6276138199374855e-05,21
8292.npy,2.299625468164794,0.2172837257385254,9.900893910301334e-06,1.8230465113922518e-05,21
10702.npy,2.6477732793522266,0.2771463394165039,1.1200108566684191e-05,1.7681508003571716e-05,-12
3167.npy,2.5117845117845117,0.2410564422607422,1.030246426798868e-05,1.6392198492790355e-05,-10
4104.npy,2.365079365079365,0.19402265548706055,1.0062187247214644e-05,1.5995938426696216e-05,28
3406.npy,2.2362869198312234,0.17961978912353516,1.0184563315476797e-05,1.5816680003562067e-05,13
16349.npy,2.258555133079848,0.18215656280517578,9.479879898137816e-06,1.677876595836697e-05,0
2956.npy,2.181132075471698,0.1690683364868164,9.628841864411785e-06,1.580496060476996e-05,50
19692.npy,2.7509881422924902,0.22220516204833984,1.0722715128430252e-05,1.642239454131702e-05,-33
4580.npy,2.6315789473684212,0.22949981689453125,1.0022288606998866e-05,1.4667844729900362e-05,-41
21345.npy,2.301255230125523,0.23595571517944336,1.0373855013430418e-05,1.9427192937677555e-05,24
649.npy,2.2819383259911894,0.20535612106323242,1.0585924739328206e-05,1.863987948903706e-05,1
15881.npy,2.3826714801444044,0.19212579727172852,1.0277095838262541e-05,1.5213552081584931e-05,2
1652.npy,2.3636363636363638,0.1848130226135254,9.802824758506379e-06,1.563064018689669e-05,-7
13439.npy,2.3035019455252916,0.20557403564453125,1.033484109549691e-05,1.681576388510498e-05,32
22247.npy,2.3137254901960786,0.17962408065795898,1.0125752138030854e-05,1.6110151960688126e-05,15
14741.npy,2.5663082437275984,0.26840686798095703,1.0892933364302762e-05,1.9568634646897873e-05,27
17752.npy,2.411764705882353,0.25032615661621094,1.0454421390673459e-05,1.7891208737180002e-05,25
4888.npy,2.464163822525597,0.21125507354736328,9.951108168940214e-06,1.4966356722932115e-05,10
19853.npy,2.104417670682731,0.1616053581237793,9.707975918475087e-06,1.595404911837505e-05,49
21351.npy,2.587813620071685,0.2476186752319336,9.950386856617615e-06,1.5546201161400434e-05,-44
17345.npy,2.341666666666667,0.17191362380981445,9.58497302222755e-06,1.4171332730729384e-05,-34
10342.npy,2.4518518518518517,0.2123560905456543,9.910173579160589e-06,1.6056728627566485e-05,-31
6044.npy,2.5833333333333335,0.2355327606201172,1.0519085895087e-05,1.65543455433461e-05,-20
5301.npy,2.518828451882845,0.23178625106811523,1.0653763130927755e-05,1.6157098279244875e-05,0
10498.npy,2.4482758620689653,0.1893768310546875,1.0510509021762497e-05,1.725953794407173e-05,34
5625.npy,2.7781818181818183,0.30337047576904297,1.1072976885331428e-05,1.7314857245427774e-05,-39
15314.npy,2.3065134099616857,0.21686744689941406,1.076245473400643e-05,1.8257956041252097e-05,46
21811.npy,2.007843137254902,0.1647963523864746,9.74988206788711e-06,1.4952584295300767e-05,34
3915.npy,2.6153846153846154,0.25890398025512695,1.0707961822953325e-05,1.6951344385743143e-05,6
2001.npy,2.3805970149253732,0.21641159057617188,1.0102305107310101e-05,1.5950883395058982e-05,13
17305.npy,2.273062730627306,0.18549108505249023,9.716710338245427e-06,1.6243340691382234e-05,33
6450.npy,2.3333333333333335,0.20669126510620117,9.807313177300514e-06,1.6643255851653794e-05,13
9910.npy,2.4705882352941178,0.22623538970947266,1.068529063221528e-05,1.6968486251043422e-05,19
22564.npy,2.5426356589147288,0.23360395431518555,1.073347506101747e-05,1.7350105989270097e-05,-7
20763.npy,2.494296577946768,0.22954845428466797,1.0555409103891923e-05,1.629602579372685e-05,-23
16054.npy,2.5328719723183393,0.23769044876098633,1.025813733178297e-05,1.7364997203721374e-05,9
8637.npy,2.559322033898305,0.27594947814941406,1.1345440048283506e-05,1.9094341667085297e-05,-4
2041.npy,2.519083969465649,0.266690731048584,1.0207182536815518e-05,1.6741199336268687e-05,0
10400.npy,2.5017421602787455,0.220855712890625,9.276826029950411e-06,1.6889524245494587e-05,-66
6246.npy,2.4242424242424243,0.20398283004760742,1.0421299735194768e-05,1.6361098698712887e-05,15
13090.npy,2.6143790849673203,0.273348331451416,1.0338165657170195e-05,1.8216930802166463e-05,-14
7294.npy,2.495798319327731,0.2428884506225586,1.1248206258851153e-05,1.748166546496478e-05,4
17169.npy,2.5593869731800765,0.19798707962036133,1.0231592110025438e-05,1.543167990553165e-05,7
7628.npy,2.4175824175824174,0.24555492401123047,1.0307780086898616e-05,1.6646701697327874e-05,-2
15410.npy,2.2878228782287824,0.20900774002075195,1.0079165323263747e-05,1.7559675994611558e-05,16
13349.npy,2.4,0.19467544555664062,1.0133548414065175e-05,1.5533507000368377e-05,-19
4780.npy,2.5415162454873648,0.281740665435791,1.0870592229463396e-05,1.8871997217901726e-05,5
10090.npy,2.211267605633803,0.18240118026733398,9.549154987463121e-06,1.5410945720353707e-05,37
7900.npy,2.5472972972972974,0.23059415817260742,1.008984323231988e-05,1.68995092945959e-05,-6
15605.npy,2.532319391634981,0.23138856887817383,1.0087620195027e-05,1.5343178201366117e-05,33
20390.npy,2.4296296296296296,0.2816920280456543,1.1065723783776269e-05,2.0632216230398273e-05,34
2626.npy,2.0,0.14909124374389648,9.748967671025273e-06,1.5776939378201385e-05,63
7482.npy,2.16988416988417,0.20110225677490234,9.814459033739601e-06,1.7821632789335218e-05,14
3269.npy,2.3095238095238093,0.22235488891601562,1.118554211680192e-05,1.7449532271660482e-05,20
4245.npy,2.443636363636364,0.2213454246520996,1.0117815862770493e-05,1.5286470324333227e-05,-14
8088.npy,2.5136186770428015,0.22572946548461914,1.0860889630596818e-05,1.7321133011265805e-05,25
6924.npy,2.518796992481203,0.2543306350708008,1.0833511458136003e-05,1.8739323356258336e-05,-19
11792.npy,2.3183391003460208,0.20447063446044922,9.420157374218145e-06,1.573370568592157e-05,7
1258.npy,2.6108786610878663,0.2669191360473633,1.141758402709625e-05,2.0667480860765164e-05,10
10286.npy,2.6165413533834587,0.2554926872253418,1.0740910193566139e-05,1.8883589898717817e-05,-3
21742.npy,2.5196850393700787,0.22215795516967773,1.073073462898579e-05,1.7398309052176773e-05,-8
17158.npy,2.5390625,0.2544240951538086,1.0842821104370036e-05,1.770663952423976e-05,-17
21868.npy,2.2196969696969697,0.20781469345092773,1.0135226769131668e-05,1.6007640936268883e-05,25
10178.npy,2.4620938628158844,0.20771360397338867,9.972801837095074e-06,1.59711354584638e-05,-27
23278.npy,2.416,0.20798921585083008,1.0406709155087002e-05,1.5942962608787396e-05,30
6474.npy,2.613138686131387,0.31052446365356445,1.0778047184506274e-05,1.9124453550110983e-05,-21
6150.npy,2.530035335689046,0.2357621192932129,1.069124540216477e-05,1.6751039366815342e-05,-5
23228.npy,2.683453237410072,0.23466014862060547,1.0301485542736705e-05,1.6734712178841354e-05,-2
16745.npy,2.547528517110266,0.2759542465209961,1.0805700272813414e-05,1.827561279090483e-05,-10
1358.npy,2.3836734693877553,0.19772624969482422,1.0621248300936695e-05,1.7575843558940172e-05,29
13677.npy,2.1779661016949152,0.1852855682373047,9.766844325828255e-06,1.59761888619063e-05,27
11944.npy,2.7107438016528924,0.23122215270996094,1.135214558142096e-05,1.7255286475870668e-05,-19
944.npy,2.0784313725490198,0.14444446563720703,9.32986077644333e-06,1.5842102051456022e-05,61
11446.npy,2.5753424657534247,0.2615628242492676,1.0149127078890582e-05,1.6940655750004536e-05,-27
22012.npy,2.529850746268657,0.232086181640625,1.0780145647159115e-05,1.7798263108308335e-05,4
16101.npy,2.6373626373626373,0.27989768981933594,1.0731064154417292e-05,1.7653632029891018e-05,11
12201.npy,2.610526315789474,0.2753782272338867,1.0744315217928935e-05,1.8618603353538823e-05,6
6085.npy,2.4761904761904763,0.2191791534423828,1.0608312818774514e-05,1.7430637661081094e-05,33
12788.npy,2.5165562913907285,0.22738409042358398,1.0304072069916404e-05,1.7251040822267534e-05,7
15493.npy,2.4933920704845813,0.20309877395629883,1.1168368328641022e-05,1.864409922226579e-05,25
14835.npy,2.7338709677419355,0.28069210052490234,1.1345716344451221e-05,1.7898797916627567e-05,0
7668.npy,2.536231884057971,0.23320484161376953,1.005517177608156e-05,1.7677229341609136e-05,10
859.npy,2.16600790513834,0.1893143653869629,1.0441957999717212e-05,1.6571550405373542e-05,58
19184.npy,2.213740458015267,0.19095182418823242,9.70751644660352e-06,1.6324958255989798e-05,22
5044.npy,2.4964028776978417,0.23038482666015625,1.050381748405595e-05,1.7272862213832845e-05,-4
17468.npy,2.350194552529183,0.1974325180053711,1.0328080544365077e-05,1.6786400692747128e-05,43
8673.npy,2.5992779783393503,0.2763786315917969,1.112697550707602e-05,1.834799047112465e-05,-8
9675.npy,2.5985401459854014,0.24360418319702148,1.0617747831410377e-05,1.733894192084168e-05,-2
22744.npy,2.2317596566523603,0.17714405059814453,9.929501093843132e-06,1.5930109757643483e-05,23
11304.npy,2.270916334661355,0.23387670516967773,9.841481770677205e-06,1.822443794451262e-05,2
4528.npy,2.272401433691756,0.21213054656982422,1.0118640363742552e-05,1.6301674607800383e-05,-5
18192.npy,2.2196969696969697,0.1776442527770996,9.483383584916057e-06,1.4785286551449486e-05,14
12848.npy,2.661417322834646,0.2538723945617676,1.05944741791507e-05,1.7418546116034662e-05,1
4979.npy,2.2704918032786887,0.1660151481628418,9.724339227161029e-06,1.4979533971216705e-05,19
21287.npy,2.481203007518797,0.22478389739990234,1.0552009343947718e-05,1.717980511080135e-05,6
569.npy,2.144,0.17622041702270508,9.684283353541249e-06,1.722903095096794e-05,60
1290.npy,2.353413654618474,0.20172977447509766,1.04600540876315e-05,1.9937338886407454e-05,21
12399.npy,2.6090225563909772,0.24445629119873047,1.0567435053408296e-05,1.61017422744795e-05,15
4380.npy,2.388888888888889,0.19510746002197266,9.172970688538458e-06,1.5681908114878245e-05,10
20815.npy,2.4555160142348753,0.22446441650390625,1.0612464085968901e-05,1.6752433905912484e-05,9
6489.npy,2.4296875,0.19998884201049805,1.00577698186438e-05,1.60675607521051e-05,9
10108.npy,2.411522633744856,0.22136402130126953,1.056474148945763e-05,1.708485396079236e-05,24
2890.npy,2.554307116104869,0.2325897216796875,1.0747637421490777e-05,1.6495641547738633e-05,-21
7168.npy,2.01673640167364,0.1632823944091797,9.720708416947913e-06,1.559895634082343e-05,49
22134.npy,2.646808510638298,0.23855018615722656,1.0710050456243398e-05,1.692727519979048e-05,-26
18522.npy,2.3333333333333335,0.1867995262145996,9.900517718689884e-06,1.5953539219437813e-05,5
23773.npy,2.727272727272727,0.26569461822509766,1.151036100874721e-05,1.7939274389403206e-05,1
6974.npy,2.50381679389313,0.23185205459594727,1.0172877959039725e-05,1.6340185936449508e-05,12
913.npy,2.2605042016806722,0.2093029022216797,1.0115960874236976e-05,1.6284805300510506e-05,33
9406.npy,2.4229390681003586,0.1982564926147461,9.622329285691672e-06,1.5582217475013618e-05,23
17179.npy,2.4879725085910653,0.21170282363891602,1.029635926940097e-05,1.666433440338182e-05,-1
19034.npy,2.633663366336634,0.2446613311767578,1.0416999746865176e-05,1.632824827495374e-05,-36
23285.npy,2.5503355704697985,0.24554777145385742,1.0372475951280347e-05,1.7024514312179462e-05,15
18660.npy,2.3629032258064515,0.22879409790039062,1.0654854879389583e-05,1.803188438342293e-05,16
16364.npy,2.4851063829787234,0.17932939529418945,1.0626362572747192e-05,1.753228971484589e-05,28
12727.npy,2.3322033898305086,0.20439767837524414,1.0287132261917537e-05,1.7078915341129134e-05,42
13400.npy,2.3587786259541983,0.19429969787597656,1.0334643351126035e-05,1.6172446914668227e-05,13
18812.npy,2.7450980392156863,0.2859487533569336,1.1473812171696184e-05,1.9456607297148027e-05,-8
895.npy,2.2752293577981653,0.18395614624023438,1.0080215154745552e-05,1.594373873669294e-05,31
8197.npy,2.524193548387097,0.22452592849731445,1.0641757942075649e-05,1.646994116854744e-05,3
10174.npy,2.4545454545454546,0.21488571166992188,9.937389506090496e-06,1.4899638522893955e-05,4
11596.npy,2.3345724907063197,0.20171689987182617,1.017778512687317e-05,1.6595971127034755e-05,16
17280.npy,2.03584229390681,0.15260648727416992,9.299475329539006e-06,1.4940522297797071e-05,37
6068.npy,2.652360515021459,0.2609076499938965,1.0962664717190376e-05,1.772610749203025e-05,-13
1725.npy,2.312925170068027,0.21272993087768555,1.0042154787973757e-05,1.5731718708662427e-05,5
23188.npy,2.392452830188679,0.19796180725097656,1.0145553453094434e-05,1.642438953362805e-05,29
3066.npy,2.6693227091633465,0.2695479393005371,1.1307683571747909e-05,1.7979100643698848e-05,-46
21483.npy,2.6486486486486487,0.22023344039916992,1.0854599088526564e-05,1.7234483225873888e-05,-16
18462.npy,2.3088803088803087,0.17585325241088867,9.866093484083247e-06,1.503174507877101e-05,8
2849.npy,2.288065843621399,0.22087955474853516,1.0277285127859474e-05,1.8439760656665555e-05,26
951.npy,1.941908713692946,0.12630987167358398,9.031393926708551e-06,1.4858130886004523e-05,72
6660.npy,2.4962962962962965,0.21678924560546875,1.0566732151596544e-05,1.5154367011095721e-05,-10
13057.npy,2.454901960784314,0.19585466384887695,9.816850443625421e-06,1.5240881616886431e-05,-48
2438.npy,2.4692307692307693,0.25984907150268555,1.050869391811456e-05,1.8748110763937512e-05,31
10012.npy,2.224066390041494,0.15267419815063477,9.746875482855538e-06,1.462156700064887e-05,47
14369.npy,2.0814814814814815,0.16383886337280273,9.51381096710854e-06,1.5785007105815457e-05,28
15169.npy,2.645614035087719,0.2544116973876953,1.0888045365667474e-05,1.7271168579315317e-05,-28
3626.npy,2.3925925925925924,0.23389673233032227,1.0121472175158224e-05,1.6257770069796972e-05,17
16117.npy,2.2941176470588234,0.19046306610107422,1.0733047825400812e-05,1.7033866864639327e-05,51
3693.npy,2.318840579710145,0.2318711280822754,1.0168474126131518e-05,1.569517066720873e-05,-19
1058.npy,2.449438202247191,0.24760913848876953,1.0210282360614628e-05,1.643375215071057e-05,38
16665.npy,2.0987654320987654,0.16376590728759766,9.832104161429407e-06,1.61645508443608e-05,63
6698.npy,2.487632508833922,0.2626361846923828,1.0431313213829207e-05,1.6624453854662452e-05,7
7018.npy,2.401673640167364,0.22448348999023438,1.0420799179857959e-05,1.649892575254839e-05,40
17272.npy,2.4444444444444446,0.22896862030029297,1.0315466133759674e-05,1.6726835334842857e-05,-30
13780.npy,2.179591836734694,0.15404462814331055,9.576947985978972e-06,1.530482139748134e-05,8
1271.npy,2.506666666666667,0.20964574813842773,1.1523369771371039e-05,1.6917271648315676e-05,18
21142.npy,2.5869565217391304,0.2301464080810547,1.0345314265866533e-05,1.5771562252725872e-05,-39
17002.npy,2.48,0.22354555130004883,1.088697670680101e-05,1.808623563628043e-05,29
23237.npy,2.522033898305085,0.24131059646606445,1.0141211253310015e-05,1.595997803490008e-05,-31
12945.npy,2.036697247706422,0.13470125198364258,9.558180843762165e-06,1.5823069827782144e-05,74
15664.npy,2.3035019455252916,0.17964982986450195,9.83757433814243e-06,1.5309878100615903e-05,30
4864.npy,2.5665529010238908,0.27425527572631836,1.0072322428319174e-05,1.7907575346053917e-05,-35
5311.npy,2.5944055944055946,0.24735355377197266,1.0957677727003266e-05,1.7273995839521253e-05,0
11233.npy,2.4363636363636365,0.2145528793334961,1.1172172848868249e-05,1.839904245155961e-05,0
20069.npy,2.4014084507042255,0.23360013961791992,1.031144857950369e-05,1.5405183236794738e-05,10
10887.npy,2.2490272373540856,0.19699668884277344,1.0159331977700347e-05,1.5846716690847203e-05,42
5244.npy,2.325,0.20445871353149414,9.770098730038793e-06,1.4763771212870074e-05,30
2447.npy,2.610909090909091,0.23722171783447266,1.1140860755445983e-05,1.7086282022650196e-05,-25
5282.npy,2.6498194945848375,0.2627286911010742,1.110776155634124e-05,1.792918724536246e-05,0
6927.npy,2.6940298507462686,0.30875158309936523,1.091767121831052e-05,2.0096351884078454e-05,-18
4148.npy,2.4649446494464944,0.2423715591430664,1.0040422495389811e-05,1.6563288900666608e-05,10
12741.npy,2.5494505494505493,0.23503732681274414,1.035016551089908e-05,1.559256656878981e-05,-3
583.npy,2.3950617283950617,0.18654489517211914,9.60906265623757e-06,1.5173390835830849e-05,7
20946.npy,2.4918032786885247,0.23544788360595703,1.059154188165793e-05,1.8330020107132826e-05,-6
8790.npy,2.561056105610561,0.27869653701782227,1.0354295568744326e-05,1.732254001836187e-05,-11
17428.npy,2.7159533073929962,0.26587820053100586,1.1063828617151501e-05,1.6456374289483945e-05,-26
8060.npy,2.4910714285714284,0.23102712631225586,1.1369234105552905e-05,1.746107758629706e-05,10
